Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1,-2.61921532990957,0.07703974676060805,-0.5578438560479242
1.079775162327709,-2.6178277714945,0.07978621759422351,-0.6033324165434237
1.165914401179831,-2.619072440394967,0.0829374774206601,-0.653395596269192
1.258925411794166,-2.619212270608573,0.08701239992202132,-0.707391615204088
1.359356390878524,-2.619279496755142,0.09118510592404498,-0.767203629985076
1.467799267622071,-2.619288769163899,0.09637924227927422,-0.8318483710371432
1.584893192461114,-2.619458233240378,0.1022606750324963,-0.9041982676928022
1.711328304161781,-2.619537446073629,0.109153975975866,-0.9810337169811127
1.847849797422291,-2.619440798816183,0.1168525853529745,-1.064830453684259
1.995262314968883,-2.619313155769331,0.1253636691332695,-1.157263402509869
2.154434690031882,-2.619559908210723,0.1358434363760085,-1.256512003770609
2.326305067153629,-2.619791819511422,0.1472614390559494,-1.366635454301502
2.511886431509577,-2.619899288275001,0.1603840424595212,-1.485989636073128
2.71227257933203,-2.620112536187096,0.1751611171574857,-1.615321382655708
2.928644564625238,-2.620315013859877,0.1915181190555517,-1.758847958733043
3.16227766016838,-2.620909345873732,0.2092837517372156,-1.908439819110697
3.414548873833601,-2.621114380488986,0.2279599479352851,-2.069530373316709
3.686945064519574,-2.62142318048701,0.2488842952370813,-2.243961081031372
3.98107170553497,-2.619897619738367,0.2711303892730337,-2.440078069651097
4.298662347082282,-2.622253870291457,0.2950743259195369,-2.656624178707566
4.641588833612773,-2.622753746624761,0.3206962462064529,-2.89863948857564
5.011872336272726,-2.623531951188882,0.3473576106528742,-3.159252695333549
5.411695265464638,-2.624119037828235,0.3748819382062571,-3.444345609874546
5.843414133735176,-2.624950109857804,0.4031108083551488,-3.751433924855419
6.30957344480193,-2.621430277611192,0.4322950596818118,-4.072811550583801
6.81292069057961,-2.612191173791798,0.4626805379818741,-4.423270163851066
7.356422544596422,-2.593796796825431,0.4959548952425118,-4.826110831931913
7.943282347242807,-2.577764834655541,0.5372338745121465,-5.18737369850578
8.576958985908947,-2.764931439513286,0.6093783669553365,-5.442707488918643
9.261187281287938,-3.11716792536978,0.6866613962932953,-5.887368224793377
10,-3.530463748158594,0.7711639718378122,-6.415814097134493
10.7977516232771,-4.00731476769132,0.8794878458621478,-7.081601524991608
11.65914401179833,-4.567361980173816,1.048398124235923,-8.007462560590227
12.58925411794166,-5.208560419222309,1.28271961232301,-9.192227953377156
13.59356390878526,-5.931066063533921,1.586936787104233,-10.67056339862656
14.67799267622071,-6.745168816258485,1.972916698995905,-12.50279300552779
15.84893192461114,-7.662233117877428,2.452379936853657,-14.79168805745581
17.11328304161781,-8.695561628949804,3.038807726250608,-17.7205454921129
18.47849797422293,-9.87742748107031,3.759913032158379,-21.5588535765896
19.95262314968879,-11.20937381590703,4.616866742196032,-26.68371559386675
21.54434690031882,-12.70080376543416,5.614759904886091,-33.69876763960652
23.26305067153627,-14.27333579033446,6.656462018419967,-43.37923362481268
25.11886431509583,-15.72854057881086,7.442448181790082,-56.50734120646206
27.12272579332027,-16.72893444079461,7.748023530076864,-73.32676218286906
29.28644564625238,-16.89224644364872,7.210044248090599,-92.0327860277585
31.6227766016838,-16.19565697299581,5.80548594816492,-109.0016629561375
34.14548873833601,-15.00567497829547,3.902567942487813,-122.1981857802457
36.86945064519578,-13.66076368373294,1.83157611155994,-131.7182298882611
39.81071705534978,-12.35748429796169,-0.2015614938369922,-138.5084910502832
42.98662347082277,-11.13637440431779,-2.167540707173874,-143.3444614810662
46.41588833612773,-10.01199060754162,-4.055357840244055,-146.845591457535
50.11872336272726,-9.029515979879116,-5.781512028470037,-149.6516133883654
54.11695265464638,-8.084590615364579,-7.528221296401387,-151.5244167830683
58.43414133735176,-7.237374348862636,-9.180304241778019,-153.179985006922
63.09573444801931,-6.455007130722105,-10.78165970627716,-154.393546421957
68.12920690579617,-5.804108980496835,-12.00186207308185,-155.14358403543
73.56422544596407,-5.10653336614448,-13.60908734622593,-155.8560859261738
79.43282347242814,-4.458865667224803,-15.22631933117345,-156.3800695521192
85.76958985908948,-3.862677464299174,-16.87317615175433,-156.819265985804
92.6118728128794,-3.323275492193782,-18.58908173127192,-156.9322623659751
100,-2.851391336726825,-20.58136051487707,-157.348853295971
107.9775162327711,-2.628934970733614,-23.70650834939349,-156.1202133579904
116.5914401179831,-2.626960582826923,-26.39222582425066,-155.0675987736866
125.8925411794166,-2.624322082064626,-28.45282355461621,-153.8190528688878
135.9356390878527,-2.623217204347281,-30.17249893646546,-152.4216777274283
146.7799267622071,-2.621974905357227,-31.76855071759719,-151.2832983601726
158.4893192461113,-2.622344593417568,-33.12274548487204,-150.2066571055123
171.1328304161781,-2.622833825060738,-34.46398975924731,-149.0774018197989
184.7849797422291,-2.620565872312517,-35.77830812993079,-147.5612125672693
199.5262314968879,-2.620427787056354,-37.03550169928847,-146.3386996957863
215.4434690031885,-2.620975145108316,-38.18538258131048,-145.9539378932541
232.6305067153629,-2.620190121666308,-39.34107485018854,-143.6958595744807
251.188643150958,-2.620851651693421,-40.36120987766752,-142.4654383862503
271.227257933203,-2.620685172836431,-41.34560580357007,-141.5886837661231
292.8644564625238,-2.6208160117896,-42.46494561387581,-140.2725803534574
316.227766016838,-2.621738349987997,-43.45861529038529,-136.4568189287036
341.4548873833605,-2.620390814526464,-44.27144328840212,-134.5769024985782
368.6945064519574,-2.617183438876606,-45.26719433006417,-132.7637489405894
398.1071705534974,-2.621454231540776,-45.93459457900163,-131.9956335800108
429.8662347082273,-2.623803057359277,-46.78112077063549,-128.2574770106582
464.1588833612778,-2.61981246348024,-47.56167960001554,-126.7635739066022
501.1872336272725,-2.624603501478439,-48.02516066341571,-124.8761495202957
541.1695265464638,-2.615872299882824,-48.80061568481129,-122.9236424512511
584.3414133735175,-2.626466328642141,-49.29270912725674,-119.3754685728022
630.9573444801937,-2.622031947239102,-49.83044892217179,-117.5632013969903
681.2920690579609,-2.618545021503327,-50.0031634666355,-117.5014581633072
735.6422544596414,-2.625609097036732,-50.50778868925104,-114.2692669001619
794.3282347242815,-2.624233635269187,-50.7536850531247,-110.7456999800378
857.6958985908947,-2.623895202509658,-50.88602920674578,-109.8730024104317
926.1187281287939,-2.622924920350573,-51.16229900109104,-108.9505915739435
1000,-2.623475312615215,-51.16263430512021,-107.1776660940333
1079.77516232771,-2.627306548394977,-51.18287541816444,-107.9367414422394
1165.914401179831,-2.634389181771126,-51.2591948791722,-107.3054150148824
1258.925411794168,-2.63234873337699,-51.19809932384921,-107.2661510604251
1359.356390878526,-2.634619359564227,-50.96247552202068,-106.0213494173809
1467.799267622069,-2.63585839235218,-50.71973163587823,-107.3827994836027
1584.893192461114,-2.638726263503032,-50.55511097440284,-107.9941876533032
1711.328304161779,-2.640333222379835,-50.38425087902171,-108.8366942183302
1847.849797422291,-2.643853233961826,-50.11654328914427,-109.4091127486152
1995.262314968881,-2.645985204139319,-49.78054239193344,-111.28449206349
2154.434690031882,-2.652704103825188,-49.49771631296282,-112.7476255078677
2326.305067153627,-2.658331410394219,-49.17649177877925,-114.3631709309032
2511.886431509583,-2.65052058878021,-48.73910254912801,-114.9645936129405
2712.272579332027,-2.662154235307243,-48.21455033427696,-117.2922616994682
2928.644564625238,-2.662602673150978,-48.11839848620476,-119.6616686534745
3162.277660168378,-2.666456939260508,-47.79252505280728,-122.4465784758355
3414.548873833601,-2.669245241788779,-47.50376049962902,-124.7599009741398
3686.945064519577,-2.670511016290563,-46.97967157550547,-126.8832964173375
3981.071705534972,-2.667007993635047,-46.86954391802203,-130.0153565305071
4298.662347082277,-2.671329392192609,-46.50469611455749,-131.3869342135259
4641.588833612778,-2.691235248506317,-46.27966703968879,-133.808397176107
5011.872336272722,-2.683679920704133,-46.01463921003875,-136.2492249310743
